Do you want to be in society?,Do you make an attempt to socialise?,Do you consume things to alter your perspective? (Alcohol and stuff),Are you depressed?,Do you try to improve yourself?,Would you compromise with a friend?,If you and another person were both thirsty and you only had enough water for one person; would you share with the other person?,If a colleague invited you to do something with them; how would you answer? (Date; hang-out; party; etc.),Are you anxious of social interaction?,Do you think you fit in with other people?,Do you shower more than twice a week?,Do you take care of your appearance? (shaving; hair styling; make up; fashion; etc.),Do you talk back in equal volume to someone that is talking to you? (Talking as much as they are to you and amplitude of voice),Which is more difficult?,Does it seem unrealistic to imagine yourself with another person in an intimate context? (Girlfriend; best friends; etc),Do you have long term goals?,Would you rather work in food service; or be unemployed?,You've lived a life with many moments where you regret doing nothing.,Is it reasonable to think that the majority of people are dumb?,Have you given up?,Are you currently celibate? (No sex for a while),Do you live your life by your own volition?,Can you look people in the eyes without discomfort?,Has anyone ever described you as awkward; autistic; weird; etc.?,Do you currently have a romantic partner? (Unrequited(crushes); non-exclusive and/or non-monogamous relationships DO NOT count),Do you currently have a medium for socialization? (Social media; work; etc.),Do you talk to people on a regular basis? (Internet stuff doesn't count),Do you have unconventional interests? (Anime; collecting specific items; weird fetishes; etc.),Are you currently in education; training or employment?,Are you good at speaking?,Is your family proud of you?,Do people usually like being around you?,Can you transport yourself easily?,Are you physically in-shape?,What is your biological sex?,How tall are you?,How attractive are you (from 0 to 10),What is your BMI?,How many friends and colleagues do you currently have?,Rate your life right now.,Which climate do you live in?,X,Y,result
0,Y,N,D,A,A,N,Y,Y,N,Y,0,D,Y,D,N,N,Y,N,0,Y,N,N,Y,Y,N,N,Y,Y,Y,D,0,A,N,male,15,23,31,41,54,tropical,-3.0,2.75,Niche normie
N,0,D,A,A,D,Y,N,A,D,N,Y,Y,N,A,Y,Y,Y,Y,0,N,N,Y,Y,N,N,Y,Y,Y,A,Y,N,D,0,male,15,23,31,41,54,dry,0.0,-0.25,Cool normie
N,Y,N,A,D,N,N,N,Y,N,Y,0,N,Y,N,N,N,Y,A,A,N,Y,N,N,Y,N,Y,N,N,D,0,D,D,A,male,15,23,31,41,54,mild,2.0,-3.75,Cool normie
D,0,Y,0,Y,0,Y,Y,Y,Y,Y,A,D,N,0,Y,N,N,D,Y,Y,N,N,N,Y,N,Y,N,N,D,Y,N,N,Y,male,15,23,31,41,54,snow,-2.0,0.75,Lame normie
0,A,0,D,Y,Y,Y,N,N,D,N,D,A,Y,D,Y,Y,N,D,D,N,Y,N,Y,Y,N,N,Y,Y,0,Y,Y,0,Y,male,15,23,31,41,54,polar,1.0,1.25,Normie
D,N,D,A,N,Y,Y,N,A,D,N,N,D,Y,Y,Y,Y,N,A,D,N,N,N,N,Y,N,Y,Y,Y,A,Y,A,Y,0,male,15,23,31,42,51,tropical,1.0,-1.25,Cool normie
D,N,D,N,N,0,N,Y,0,0,Y,0,N,Y,Y,Y,N,N,N,D,Y,N,N,N,Y,Y,N,Y,Y,A,Y,Y,Y,N,male,15,23,31,42,51,dry,-1.0,-0.75,Lame normie
N,Y,Y,0,N,Y,N,Y,N,Y,Y,N,D,Y,Y,Y,Y,N,0,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,A,D,A,N,male,15,23,31,42,51,mild,-1.0,0.0,Lame normie
Y,A,N,N,A,0,Y,Y,Y,D,Y,Y,A,Y,0,N,Y,N,0,D,Y,N,Y,Y,Y,Y,N,Y,Y,N,D,0,N,D,male,15,23,31,42,51,snow,-1.0,2.5,Niche normie
N,D,A,D,A,N,N,Y,N,D,N,N,A,N,A,Y,Y,N,D,Y,N,Y,Y,N,Y,N,N,Y,N,0,N,0,0,N,male,15,23,31,42,51,polar,1.0,-3.25,Cool normie
A,A,N,D,D,0,Y,N,Y,Y,Y,0,A,Y,A,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,D,0,0,0,D,male,15,23,31,42,52,tropical,1.0,1.0,Cool normie
D,A,Y,D,Y,N,Y,Y,N,Y,N,N,0,N,A,Y,Y,Y,A,Y,N,N,N,N,N,N,N,Y,N,0,0,N,A,A,male,15,23,31,42,52,dry,-3.0,-0.5,Lame normie
D,N,A,0,Y,Y,Y,N,D,A,Y,A,N,Y,A,Y,N,N,0,N,Y,Y,Y,Y,Y,N,Y,Y,Y,D,Y,A,Y,A,male,15,23,31,42,52,mild,1.0,1.5,Normie
N,0,D,A,N,D,Y,N,D,D,N,Y,N,Y,0,Y,N,Y,0,D,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,A,D,N,male,15,23,31,42,52,snow,2.0,-1.75,Cool normie
D,0,D,D,A,N,N,Y,D,Y,N,A,Y,N,0,Y,Y,N,D,Y,Y,N,N,N,N,Y,Y,Y,N,Y,Y,D,A,D,male,15,23,31,42,52,polar,-3.0,-2.25,Lame normie
D,A,A,Y,D,0,Y,Y,A,D,Y,N,A,Y,N,Y,Y,Y,D,D,N,Y,Y,Y,Y,N,Y,Y,Y,N,N,0,A,0,male,15,23,31,42,53,tropical,3.0,6.75,Party dude
D,D,0,0,N,D,Y,N,A,Y,Y,A,D,N,A,N,Y,Y,Y,0,Y,N,Y,Y,N,Y,Y,N,N,Y,0,Y,0,0,male,15,23,31,42,53,dry,-2.0,-1.5,Lame normie
D,Y,N,D,D,N,Y,Y,A,Y,N,0,0,Y,D,N,N,N,D,D,Y,Y,N,N,N,N,N,N,Y,Y,Y,D,Y,D,male,15,23,31,42,53,mild,0.0,-0.75,Cool normie
A,A,N,0,0,Y,Y,Y,Y,Y,N,Y,D,Y,D,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,D,A,Y,A,male,15,23,31,42,53,snow,-4.0,4.0,Failed normie
Y,D,0,0,Y,A,Y,N,A,0,Y,N,A,Y,A,Y,Y,Y,A,A,N,N,N,Y,Y,Y,Y,N,N,N,N,A,A,D,male,15,23,31,42,53,polar,0.0,1.75,Niche normie
D,Y,D,N,D,N,Y,N,A,Y,N,A,A,Y,Y,Y,N,Y,A,A,N,Y,Y,Y,Y,N,N,Y,N,0,0,Y,N,N,male,15,23,31,42,54,tropical,0.0,-2.5,Cool normie
N,D,D,Y,D,D,Y,N,0,0,Y,N,N,Y,A,Y,N,Y,A,0,Y,Y,N,Y,Y,N,Y,N,Y,A,0,0,D,Y,male,15,23,31,42,54,dry,1.0,-4.25,Cool normie
A,A,Y,A,D,A,N,Y,A,A,N,D,N,Y,0,N,Y,Y,D,A,Y,N,Y,Y,N,N,Y,Y,Y,0,D,D,0,Y,male,15,23,31,42,54,mild,-2.0,4.25,Niche normie
A,0,Y,D,Y,0,Y,N,A,Y,N,D,0,N,D,N,N,N,A,Y,N,N,Y,Y,N,Y,N,N,N,Y,A,0,D,Y,male,15,23,31,42,54,snow,-1.0,-3.25,Lame normie
A,A,Y,A,A,Y,N,Y,Y,N,N,N,0,Y,D,N,Y,Y,0,N,N,Y,N,Y,N,N,N,N,Y,D,0,N,0,A,male,15,23,31,42,54,polar,1.0,6.25,Party dude
A,Y,0,0,D,D,Y,Y,0,A,Y,0,D,N,Y,N,N,N,A,N,Y,N,N,Y,N,Y,Y,Y,Y,A,Y,0,D,0,male,15,23,31,43,51,tropical,-2.0,-1.75,Lame normie
Y,N,A,A,A,D,N,Y,A,A,Y,N,A,Y,A,N,N,Y,0,N,Y,N,Y,N,N,N,Y,Y,N,N,Y,D,0,D,male,15,23,31,43,51,dry,-3.0,4.25,Niche normie
0,N,0,Y,A,Y,N,N,N,0,N,0,0,Y,A,Y,Y,N,A,D,N,Y,Y,N,Y,N,Y,Y,Y,0,Y,N,N,A,male,15,23,31,43,51,mild,4.0,-1.0,Cool normie
Y,Y,D,A,A,0,Y,Y,D,D,Y,D,A,Y,0,Y,N,Y,0,N,N,Y,N,N,N,Y,Y,N,N,Y,0,Y,N,D,male,15,23,31,43,51,snow,2.0,2.25,Normie
A,D,0,N,A,D,N,Y,A,0,Y,N,Y,N,A,N,N,N,0,Y,N,N,N,N,Y,Y,Y,N,Y,0,A,D,N,0,male,15,23,31,43,51,polar,3.0,-2.5,Cool normie
Y,Y,D,0,0,N,Y,N,0,D,N,A,N,Y,A,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,D,Y,Y,N,A,male,15,23,31,43,52,tropical,1.0,0.25,Cool normie
N,D,A,D,Y,Y,Y,N,A,0,Y,D,D,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,D,A,A,N,N,male,15,23,31,43,52,dry,0.0,-1.5,Cool normie
D,Y,Y,A,N,D,N,N,D,Y,Y,A,Y,Y,0,N,N,N,Y,A,Y,Y,Y,Y,Y,N,N,N,Y,0,A,Y,0,A,male,15,23,31,43,52,mild,1.0,-3.0,Cool normie
N,Y,Y,Y,N,D,Y,Y,N,A,Y,D,0,Y,N,Y,N,N,A,A,Y,N,N,Y,N,Y,Y,Y,N,A,0,Y,Y,Y,male,15,23,31,43,52,snow,-4.0,-0.75,Sperg
A,A,A,D,0,Y,Y,N,0,0,N,D,D,N,N,N,N,N,A,D,N,N,Y,Y,Y,N,N,Y,Y,0,D,0,D,0,male,15,23,31,43,52,polar,0.0,-3.5,Cool normie
A,Y,Y,N,N,D,N,N,D,N,N,A,D,Y,D,N,Y,Y,A,D,Y,Y,Y,Y,N,N,Y,Y,N,N,D,A,Y,A,male,15,23,31,43,53,tropical,-2.0,-0.25,Lame normie
N,D,D,N,Y,0,N,N,A,0,Y,A,D,Y,D,N,Y,Y,D,A,Y,N,N,Y,N,N,N,N,Y,D,Y,0,A,0,male,15,23,31,43,53,dry,-3.0,0.5,Lame normie
N,D,Y,N,0,Y,Y,N,D,D,N,Y,N,N,0,Y,N,N,A,D,Y,Y,Y,N,Y,N,N,Y,N,Y,D,N,N,0,male,15,23,31,43,53,mild,-1.0,-6.25,Edge Lord
Y,D,0,0,Y,0,Y,Y,N,A,N,N,Y,N,0,N,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,Y,0,D,D,0,0,male,15,23,31,43,53,snow,1.0,-2.0,Cool normie
N,Y,D,D,N,0,Y,N,Y,A,Y,A,A,Y,A,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,D,N,Y,Y,A,male,15,23,31,43,53,polar,-2.0,3.0,Niche normie
A,D,0,D,0,0,N,N,0,Y,N,A,A,N,D,N,N,Y,A,N,N,N,Y,Y,N,Y,Y,N,Y,N,D,D,A,D,male,15,23,31,43,54,tropical,2.0,-3.0,Cool normie
0,A,0,0,D,Y,N,Y,Y,N,Y,Y,Y,N,D,N,N,Y,Y,D,Y,N,N,N,Y,N,N,N,Y,D,N,A,D,Y,male,15,23,31,43,54,dry,-1.0,1.5,Niche normie
D,D,A,0,N,0,N,N,D,D,Y,0,Y,Y,D,N,Y,N,D,A,Y,Y,N,Y,N,Y,N,Y,N,D,D,0,N,Y,male,15,23,31,43,54,mild,-3.0,-5.0,Lame normie
0,N,N,N,Y,0,Y,Y,D,N,N,N,N,Y,Y,N,Y,Y,0,Y,N,N,N,Y,Y,N,N,Y,Y,A,D,Y,D,D,male,15,23,31,43,54,snow,-1.0,-1.75,Lame normie
A,Y,N,0,0,N,N,Y,D,N,N,A,D,Y,A,Y,Y,N,0,Y,Y,N,N,N,N,N,N,Y,Y,0,N,N,0,N,male,15,23,31,43,54,polar,-3.0,-1.75,Lame normie
D,Y,A,0,D,Y,N,N,A,Y,Y,N,Y,Y,A,N,Y,Y,Y,0,Y,Y,N,N,Y,N,Y,Y,N,0,0,A,D,D,male,15,23,32,41,51,tropical,-1.0,-0.25,Lame normie
A,A,0,A,N,D,N,N,D,A,N,N,0,Y,Y,Y,Y,Y,0,0,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,A,Y,male,15,23,32,41,51,dry,0.0,2.75,Niche normie
Y,0,A,Y,Y,N,Y,Y,D,N,N,D,D,Y,N,N,Y,Y,Y,D,N,N,Y,N,Y,Y,N,Y,N,N,Y,0,N,D,male,15,23,32,41,51,mild,0.0,0.75,Cool normie
N,Y,D,N,N,0,N,N,N,N,N,D,0,N,0,Y,Y,N,D,0,Y,N,N,N,Y,Y,Y,Y,N,0,0,A,D,Y,male,15,23,32,41,51,snow,-2.0,-4.5,Lame normie
N,N,Y,D,A,Y,N,N,Y,0,N,0,Y,N,D,Y,N,N,A,N,N,N,N,N,Y,Y,N,N,N,A,N,A,0,D,male,15,23,32,41,51,polar,0.0,-2.5,Cool normie
0,N,0,N,0,A,N,N,D,D,Y,D,D,N,A,Y,N,N,Y,D,Y,Y,N,N,N,Y,Y,Y,Y,D,N,Y,0,N,male,15,23,32,41,52,tropical,1.5,-6.25,Sadboy
N,0,D,N,Y,Y,N,Y,A,0,N,N,A,Y,0,Y,Y,Y,A,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,D,N,0,0,N,male,15,23,32,41,52,dry,1.5,-0.25,Cool normie
N,N,0,A,N,D,Y,N,D,D,Y,D,N,Y,Y,Y,Y,N,0,D,Y,Y,Y,Y,N,N,Y,Y,N,N,A,N,D,Y,male,15,23,32,41,52,mild,-1.5,-3.0,Lame normie
N,D,0,D,Y,D,Y,N,N,0,Y,A,0,N,0,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,D,A,A,0,N,male,15,23,32,41,52,snow,0.5,-3.75,Cool normie
Y,A,D,D,D,0,N,N,N,D,Y,Y,0,N,Y,N,N,N,A,Y,N,Y,N,N,Y,N,Y,N,Y,D,N,N,A,N,male,15,23,32,41,52,polar,4.5,-9.0,Sadboy
N,N,0,A,A,Y,N,N,Y,D,Y,A,A,Y,Y,Y,N,Y,Y,0,N,Y,N,N,Y,Y,N,Y,N,Y,Y,D,A,D,male,15,23,32,41,53,tropical,2.0,2.5,Normie
D,0,0,A,N,D,Y,Y,Y,Y,N,N,Y,Y,D,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,D,A,N,0,A,male,15,23,32,41,53,dry,1.0,-1.75,Cool normie
Y,Y,0,Y,A,0,Y,Y,Y,D,N,N,Y,N,D,Y,Y,Y,0,N,N,N,Y,Y,Y,Y,Y,N,Y,A,0,D,Y,0,male,15,23,32,41,53,mild,4.0,4.5,Normie
Y,A,Y,Y,Y,0,Y,N,D,Y,Y,0,A,N,D,Y,Y,Y,Y,D,N,N,Y,N,N,N,N,Y,N,N,N,A,D,D,male,15,23,32,41,53,snow,-1.0,3.25,Niche normie
Y,D,A,D,0,A,Y,Y,0,D,N,A,0,N,N,Y,Y,Y,A,Y,Y,N,N,Y,N,Y,Y,N,N,A,Y,Y,N,Y,male,15,23,32,41,53,polar,-2.0,2.0,Niche normie
0,A,Y,0,0,D,N,N,N,A,Y,A,D,Y,N,N,N,Y,N,A,Y,N,Y,N,N,N,Y,N,Y,N,A,Y,0,A,male,15,23,32,41,54,tropical,1.0,1.5,Normie
N,A,0,A,N,0,N,Y,N,N,Y,N,D,Y,Y,Y,Y,Y,A,0,Y,Y,N,N,Y,Y,Y,N,Y,D,A,N,Y,0,male,15,23,32,41,54,dry,4.0,1.75,Normie
Y,0,N,D,A,D,N,Y,D,0,N,N,0,Y,0,Y,Y,N,N,0,Y,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,A,D,male,15,23,32,41,54,mild,-1.0,-1.0,Lame normie
D,D,A,N,0,0,N,N,0,Y,N,A,0,N,0,N,N,Y,A,A,N,Y,N,N,N,N,N,N,N,N,A,D,0,A,male,15,23,32,41,54,snow,1.0,-4.25,Cool normie
0,Y,A,0,Y,D,N,Y,A,A,Y,N,D,N,N,Y,N,N,N,0,Y,Y,N,N,N,N,Y,N,Y,N,0,N,Y,0,male,15,23,32,41,54,polar,2.0,1.25,Normie
0,0,N,A,N,N,N,Y,0,0,Y,D,A,N,N,N,N,N,D,0,Y,Y,Y,N,N,Y,Y,Y,Y,0,N,0,Y,Y,male,15,23,32,42,51,tropical,3.0,-0.75,Cool normie
D,D,N,N,N,A,Y,N,D,N,Y,N,Y,Y,0,N,Y,N,Y,D,N,Y,N,Y,N,Y,Y,Y,N,D,A,D,D,D,male,15,23,32,42,51,dry,1.0,-4.5,Cool normie
N,A,Y,A,Y,0,N,Y,Y,Y,Y,0,Y,N,D,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,N,Y,Y,D,male,15,23,32,42,51,mild,2.0,4.75,Normie
Y,A,D,Y,Y,N,Y,Y,0,N,Y,Y,0,Y,Y,N,N,N,A,0,Y,N,Y,Y,N,N,N,N,N,A,D,D,A,D,male,15,23,32,42,51,snow,-3.0,-1.25,Lame normie
0,Y,A,D,D,0,Y,Y,A,0,N,N,N,Y,A,Y,Y,Y,Y,D,Y,N,N,N,N,Y,Y,N,Y,A,D,Y,Y,Y,male,15,23,32,42,51,polar,1.0,3.5,Normie
N,0,D,D,N,0,Y,N,N,D,N,D,0,N,A,N,N,N,A,N,N,N,N,Y,Y,N,Y,Y,Y,D,0,A,0,D,male,15,23,32,42,52,tropical,1.0,-10.0,Sadboy
0,Y,A,0,N,D,Y,Y,N,0,Y,D,Y,Y,Y,Y,N,N,A,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,D,D,A,A,male,15,23,32,42,52,dry,0.0,-0.75,Cool normie
Y,N,D,0,N,Y,Y,N,Y,D,N,D,Y,Y,A,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,D,0,N,N,Y,male,15,23,32,42,52,mild,3.0,-6.0,Sadboy
0,D,N,0,A,N,Y,N,Y,D,Y,A,Y,Y,D,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,0,D,male,15,23,32,42,52,snow,-1.0,1.5,Niche normie
0,N,D,A,D,D,Y,N,A,N,Y,Y,A,Y,D,Y,Y,Y,0,Y,N,N,Y,Y,Y,Y,Y,Y,N,A,N,0,N,D,male,15,23,32,42,52,polar,1.0,1.25,Normie
A,A,N,0,A,N,Y,N,A,0,Y,Y,N,Y,D,N,Y,Y,D,D,Y,N,N,Y,N,N,N,Y,N,A,0,Y,Y,D,male,15,23,32,42,53,tropical,-5.0,8.0,Simp
Y,A,D,0,D,Y,N,Y,0,N,N,A,Y,Y,D,Y,Y,Y,N,A,N,Y,N,N,N,N,Y,Y,Y,0,A,Y,A,0,male,15,23,32,42,53,dry,3.0,3.75,Normie
N,A,0,0,D,N,N,N,Y,0,Y,Y,Y,N,A,N,Y,Y,A,N,Y,N,Y,N,Y,N,N,Y,N,N,A,D,A,A,male,15,23,32,42,53,mild,-2.0,-0.25,Lame normie
A,N,A,A,0,N,N,Y,A,D,N,D,N,Y,D,N,N,N,0,N,Y,Y,Y,Y,N,N,Y,N,N,D,0,A,0,0,male,15,23,32,42,53,snow,0.0,0.25,Cool normie
D,A,0,D,A,N,Y,N,N,0,Y,D,N,N,D,Y,N,N,D,D,N,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,male,15,23,32,42,53,polar,3.0,-1.75,Cool normie
A,A,D,N,0,N,N,Y,0,A,N,A,A,N,A,Y,N,Y,D,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,0,Y,D,male,15,23,32,42,54,tropical,1.0,2.75,Normie
A,Y,A,D,N,N,Y,N,Y,D,N,Y,0,Y,N,Y,Y,Y,N,D,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,A,A,male,15,23,32,42,54,dry,0.0,4.5,Niche normie
Y,A,0,A,A,D,N,Y,Y,0,Y,D,Y,N,N,N,N,N,0,D,N,N,Y,Y,N,Y,Y,Y,Y,0,A,D,A,D,male,15,23,32,42,54,mild,2.0,1.25,Normie
D,A,0,Y,D,N,Y,Y,Y,0,Y,Y,Y,Y,D,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,A,Y,A,male,15,23,32,42,54,snow,-1.0,1.25,Niche normie
A,D,N,N,0,0,N,N,0,A,N,Y,N,Y,0,N,N,Y,A,D,N,N,N,N,Y,N,N,N,N,A,Y,A,Y,A,male,15,23,32,42,54,polar,0.0,1.0,Cool normie
D,D,Y,0,D,Y,Y,Y,0,A,N,N,N,Y,N,N,Y,Y,0,N,N,Y,N,N,Y,Y,N,Y,N,D,A,0,N,Y,male,15,23,32,43,51,tropical,2.0,0.75,Cool normie
N,A,0,A,N,A,N,Y,Y,N,Y,Y,Y,N,D,N,Y,N,Y,0,Y,N,Y,N,Y,Y,Y,Y,Y,0,A,Y,D,0,male,15,23,32,43,51,dry,2.0,2.5,Normie
A,N,A,N,0,A,Y,Y,N,0,Y,A,A,Y,0,N,N,Y,D,0,Y,Y,N,Y,Y,Y,N,N,N,N,D,A,A,A,male,15,23,32,43,51,mild,0.0,7.25,Simp
0,Y,D,N,Y,D,Y,N,D,A,N,D,0,N,0,Y,N,N,A,Y,N,Y,N,N,Y,N,Y,N,N,0,A,A,A,D,male,15,23,32,43,51,snow,3.0,-5.75,Cool normie
D,N,N,0,D,0,Y,Y,D,D,Y,D,N,N,Y,Y,Y,N,D,N,Y,N,Y,N,Y,N,Y,N,N,0,N,0,Y,A,male,15,23,32,43,51,polar,0.0,-3.0,Cool normie
0,0,0,D,Y,D,Y,Y,N,N,N,Y,0,Y,Y,N,Y,Y,0,0,N,N,N,N,N,N,Y,N,N,0,Y,Y,A,N,male,15,23,32,43,52,tropical,0.0,0.25,Cool normie
Y,N,0,Y,D,N,Y,Y,Y,Y,N,N,0,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,D,D,Y,A,male,15,23,32,43,52,dry,1.0,2.25,Normie
Y,A,N,N,N,A,N,N,A,D,Y,Y,D,Y,A,Y,Y,N,0,A,Y,Y,N,N,Y,Y,N,N,Y,N,0,A,0,Y,male,15,23,32,43,52,mild,3.0,-0.25,Cool normie
D,0,D,Y,0,Y,Y,Y,Y,0,Y,A,D,Y,N,Y,N,Y,D,0,Y,Y,Y,Y,Y,N,Y,Y,Y,N,D,A,A,N,male,15,23,32,43,52,snow,2.0,3.75,Normie
0,D,N,Y,D,Y,Y,Y,N,N,N,0,N,Y,Y,N,Y,Y,N,A,N,Y,Y,Y,Y,Y,N,Y,N,D,A,D,N,Y,male,15,23,32,43,52,polar,2.0,-2.0,Cool normie
Y,0,D,D,Y,A,N,Y,D,Y,N,N,Y,Y,D,Y,N,Y,N,0,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,D,D,Y,male,15,23,32,43,53,tropical,2.0,0.5,Cool normie
D,Y,A,A,N,A,Y,N,0,N,Y,Y,A,N,Y,N,Y,N,A,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,A,Y,Y,male,15,23,32,43,53,dry,3.0,0.25,Cool normie
N,0,Y,Y,N,N,N,Y,0,A,N,N,Y,N,Y,Y,Y,Y,0,A,N,N,Y,N,Y,Y,N,N,N,D,A,Y,Y,D,male,15,23,32,43,53,mild,2.0,0.5,Cool normie
0,Y,N,D,D,0,Y,N,D,N,Y,Y,A,Y,D,N,Y,Y,0,N,Y,Y,Y,Y,Y,Y,N,N,N,0,0,N,0,A,male,15,23,32,43,53,snow,1.0,0.25,Cool normie
D,N,Y,N,A,N,N,Y,N,0,Y,D,D,N,0,N,Y,Y,D,Y,N,N,N,N,N,Y,N,Y,Y,D,Y,A,N,Y,male,15,23,32,43,53,polar,1.0,-0.75,Cool normie
D,N,0,N,Y,0,N,N,A,Y,Y,Y,Y,Y,A,N,N,Y,N,D,N,Y,Y,Y,N,Y,N,N,N,Y,D,N,A,D,male,15,23,32,43,54,tropical,2.0,0.5,Cool normie
0,A,0,Y,D,0,N,Y,0,Y,N,0,N,N,0,Y,N,Y,A,D,N,Y,N,Y,Y,Y,N,N,Y,D,Y,N,0,D,male,15,23,32,43,54,dry,4.0,-0.75,Cool normie
0,Y,N,A,N,D,Y,Y,Y,N,N,D,D,Y,D,N,N,Y,D,0,N,Y,Y,Y,Y,Y,N,N,Y,0,Y,D,0,A,male,15,23,32,43,54,mild,5.0,1.25,Turbo normie
A,A,A,D,A,A,Y,Y,Y,0,N,D,0,Y,N,Y,Y,N,D,Y,Y,Y,Y,N,Y,Y,Y,N,N,D,0,A,Y,N,male,15,23,32,43,54,snow,3.0,5.25,Normie
A,0,0,0,0,A,N,Y,0,N,Y,A,D,Y,0,N,N,Y,D,N,N,N,Y,N,N,Y,Y,N,N,D,Y,0,N,A,male,15,23,32,43,54,polar,2.0,4.75,Normie
A,0,Y,N,N,N,Y,Y,N,Y,N,N,0,Y,0,N,Y,N,Y,D,Y,N,N,Y,N,N,N,N,Y,D,N,D,Y,N,male,15,23,33,41,51,tropical,-4.0,-0.75,Sperg
D,0,Y,0,0,N,Y,N,0,N,N,N,N,Y,N,Y,N,Y,A,N,N,Y,Y,Y,N,Y,N,Y,N,D,A,N,A,A,male,15,23,33,41,51,dry,-1.0,-0.75,Lame normie
Y,0,Y,0,Y,A,Y,N,A,Y,N,Y,D,N,0,N,N,Y,Y,0,N,Y,Y,Y,N,Y,Y,Y,Y,D,0,0,0,N,male,15,23,33,41,51,mild,2.0,0.0,Cool normie
D,D,A,Y,N,0,Y,Y,D,N,N,Y,N,Y,0,N,Y,N,A,A,N,Y,Y,N,Y,Y,N,Y,N,D,A,Y,A,0,male,15,23,33,41,51,snow,1.0,-3.5,Cool normie
Y,N,A,A,D,D,Y,Y,A,N,N,A,D,Y,N,Y,N,Y,Y,D,N,N,N,Y,Y,N,N,N,N,N,D,Y,0,0,male,15,23,33,41,51,polar,-3.0,3.5,Niche normie
N,A,0,0,Y,N,Y,N,Y,0,Y,0,Y,N,A,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,D,D,N,A,D,male,15,23,33,41,52,tropical,1.5,1.25,Normie
D,0,0,0,N,0,Y,Y,0,A,N,Y,Y,N,A,Y,Y,Y,A,N,N,N,Y,N,N,N,Y,N,Y,A,N,0,0,Y,male,15,23,33,41,52,dry,1.5,1.75,Normie
Y,D,D,N,0,0,N,Y,D,Y,Y,0,A,Y,0,N,N,Y,0,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,0,D,0,male,15,23,33,41,52,mild,2.5,-1.75,Cool normie
Y,Y,N,N,A,Y,N,N,Y,N,Y,N,N,N,D,N,N,N,0,D,Y,Y,N,Y,N,N,N,N,Y,N,A,D,Y,Y,male,15,23,33,41,52,snow,-1.5,-0.75,Lame normie
Y,Y,Y,0,A,A,Y,N,D,N,N,D,D,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,Y,Y,D,Y,Y,N,Y,male,15,23,33,41,52,polar,-0.5,-0.75,Lame normie
D,A,N,N,0,A,Y,Y,Y,A,Y,Y,Y,N,N,N,Y,N,A,Y,Y,N,Y,N,Y,N,N,Y,N,D,Y,D,D,Y,male,15,23,33,41,53,tropical,-3.0,0.25,Lame normie
Y,0,N,D,N,0,Y,N,N,0,Y,Y,0,Y,A,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,A,0,D,Y,0,male,15,23,33,41,53,dry,1.0,-3.25,Cool normie
A,Y,0,N,N,0,Y,N,A,Y,Y,D,A,Y,D,N,Y,N,A,Y,Y,N,N,Y,Y,N,Y,Y,N,0,Y,0,A,A,male,15,23,33,41,53,mild,-4.0,1.25,Failed normie
D,0,0,Y,A,D,Y,Y,0,A,Y,D,A,Y,Y,N,N,Y,Y,0,N,N,N,Y,Y,N,Y,Y,N,0,Y,Y,0,Y,male,15,23,33,41,53,snow,-2.0,1.75,Niche normie
A,N,N,A,N,A,Y,Y,D,N,Y,D,0,N,N,Y,Y,Y,D,A,N,N,N,Y,N,Y,N,N,N,N,0,Y,A,D,male,15,23,33,41,53,polar,-2.0,3.25,Niche normie
